ImageId,ship_or_not
00003e153.jpg,0
000194a2d.jpg,1
0001b1832.jpg,0
0002d0f32.jpg,0
00053c6ba.jpg,1
000592296.jpg,0
0005d01c8.jpg,1
000811bb6.jpg,0
000aed819.jpg,0
000d42241.jpg,1
000db3e62.jpg,0
000f7f2fd.jpg,0
000fd9827.jpg,1
00104f16f.jpg,0
0012a8fa1.jpg,0
0012b8981.jpg,0
0015a4f8b.jpg,0
0016c1d02.jpg,0
0017c19d6.jpg,1
00189cc36.jpg,0
001b9e692.jpg,0
001bfb70a.jpg,0
001c73c42.jpg,0
001db1e48.jpg,0
001db5968.jpg,0
001e3f475.jpg,0
001f04ca3.jpg,0
00207e662.jpg,0
002155dd1.jpg,0
0027854cc.jpg,1
002868a5c.jpg,1
00286e8b9.jpg,1
002aa3894.jpg,0
002ac662a.jpg,0
002b7f742.jpg,0
002bd6bc7.jpg,0
002c13bb6.jpg,0
002c62c03.jpg,1
002c78530.jpg,1
002febce2.jpg,0
0030e7fe8.jpg,0
003490d93.jpg,0
003711b66.jpg,0
003726244.jpg,0
003850cde.jpg,0
0039c67c1.jpg,0
003b48a9e.jpg,1
003b74542.jpg,0
003fcef7b.jpg,0
0040cf4e9.jpg,1
004331bef.jpg,1
0045fbd7c.jpg,0
00477d9dd.jpg,0
004a73a8c.jpg,0
004d40dc6.jpg,0
00502e612.jpg,0
00512250a.jpg,0
00514059c.jpg,0
00558fb2a.jpg,0
00564274f.jpg,0
0056b2282.jpg,0
0056cff59.jpg,0
005742712.jpg,0
005818de8.jpg,0
0058896c8.jpg,0
005faf88a.jpg,1
006188aec.jpg,0
0062ad143.jpg,1
0062ae3db.jpg,0
0062c4254.jpg,0
0068ace36.jpg,0
006a5835a.jpg,0
006abf2b8.jpg,0
006b3a206.jpg,0
006c24464.jpg,0
006de72bb.jpg,0
006f392d7.jpg,1
0073eaf0c.jpg,0
007458ed0.jpg,0
00761707d.jpg,1
00767775f.jpg,0
00767e7c2.jpg,0
007afac42.jpg,0
007bcd840.jpg,0
007ecf483.jpg,0
00815c663.jpg,0
0081d56d4.jpg,0
00837bf48.jpg,0
0087cfecb.jpg,0
00898bc3a.jpg,0
0089afe3f.jpg,0
008b94a8a.jpg,0
008be7e31.jpg,1
008cd37c7.jpg,0
008ceaeb0.jpg,0
008d0ff07.jpg,0
008e155f6.jpg,0
008fd2b42.jpg,1
009315aad.jpg,0
0093754d4.jpg,1
0093b5ad2.jpg,0
009432a16.jpg,0
00944a000.jpg,0
0095be2f4.jpg,0
00975abe1.jpg,1
0097ba701.jpg,0
0097bfba4.jpg,0
0098456ff.jpg,1
009a350fd.jpg,0
009a7f5e8.jpg,0
00a1aab5b.jpg,1
00a22caa9.jpg,0
00a2a6f9e.jpg,0
00a4bf025.jpg,0
00a5195bb.jpg,0
00a52cd2a.jpg,1
00a5a195b.jpg,0
00a5f7e44.jpg,0
00a6fef47.jpg,1
00aa60389.jpg,1
00acaac4f.jpg,0
00af75a14.jpg,0
00b26721d.jpg,0
00b3251e8.jpg,0
00b47a21b.jpg,0
00b57297d.jpg,0
00b6a23c2.jpg,0
00b9c1695.jpg,0
00bc708e0.jpg,1
00bdb4df7.jpg,0
00beafd62.jpg,0
00c11862d.jpg,0
00c3aee3d.jpg,1
00c47151c.jpg,0
00c4be6fa.jpg,0
00c6914ce.jpg,0
00c724ba6.jpg,0
00cc874bd.jpg,0
00cd53ea8.jpg,0
00ce2c1c0.jpg,1
00d0a646b.jpg,1
00d13d6fc.jpg,0
00d206d06.jpg,0
00d412548.jpg,1
00d779140.jpg,0
00d85d54f.jpg,0
00d89dfdc.jpg,0
00df647a8.jpg,0
00e0b6dc0.jpg,1
00e0d2251.jpg,0
00e36ca6b.jpg,0
00e86b59c.jpg,0
00ea572a2.jpg,1
00ec0c6aa.jpg,0
00ece0a62.jpg,0
00f035e8f.jpg,0
00f19e6bc.jpg,0
00f24b45c.jpg,0
00f34434e.jpg,1
00f3473ab.jpg,0
00f3af8f9.jpg,0
00fafce7f.jpg,0
00fb4ec4c.jpg,0
00fed32a5.jpg,0
00fef1178.jpg,0
0100e8d86.jpg,0
0106d8593.jpg,0
0107be4c9.jpg,0
010c52c16.jpg,0
011027e4b.jpg,0
01109440b.jpg,1
01152a5d6.jpg,1
01184bcb5.jpg,1
0119b3ef3.jpg,0
0119f8931.jpg,0
011a24ce7.jpg,1
011a32d23.jpg,0
011b4269f.jpg,0
011b9e390.jpg,0
011d3c832.jpg,0
011d6d5cc.jpg,0
011ef970d.jpg,0
0121138f0.jpg,1
0123f6aad.jpg,0
012635ffd.jpg,1
012735107.jpg,1
